ticker;shortName;sector;industry;last_price;range_52_weeks;averageVolume10days;dividendYield;exDividendDate;profitMargins;trailingPE;forwardPE;trailingEps;forwardEps;beta;marketCap;mostRecentQuarter;currency;modification_date
unbl.pa;UNIBEL;Consumer Defensive;Packaged Foods;990.0;880.00 - 1,180.00;0;0.0097;1652659200.0;0.13375;22.43626;;44.125;;0.222507;2075158784.0;1656547200.0;EUR;1672436564
bnp.pa;BNP PARIBAS ACT.A;Financial Services;Banks—Regional;53.25;40.67 - 68.07;2586400;0.0775;1653264000.0;0.23306;9.3684025;7.542493;5.684;7.06;1.76765;65728069632.0;1656547200.0;EUR;1672436564
gpe.pa;GPE GROUP PIZZORNO;Industrials;Waste Management;38.79999923706055;27.00 - 52.00;644;0.0294;1656633600.0;0.05572;346.42856;19.69543;0.112;1.97;0.765939;149786240.0;1656547200.0;EUR;1672436564
nano.pa;NANOBIOTIX;Healthcare;Biotechnology;3.619999885559082;3.14 - 380.50;38452;;;0.0;;;-1.38;;2.053059;126069752.0;1656547200.0;EUR;1672436564
gjaj.pa;GROUPE JAJ;Consumer Cyclical;Apparel Manufacturing;1.440000057220459;1.32 - 1.80;563;;1132012800.0;0.11297;6.0000005;;0.24;;1.250293;5127754.0;1664496000.0;EUR;1672436564
gtt.pa;GAZTRANSPORT & TECHNIGAZ;Energy;Oil & Gas Equipment & Services;99.8000030517578;75.85 - 138.90;76634;0.031400003;1654473600.0;0.41271;18.689138;;5.34;;0.618741;3681382656.0;1656547200.0;EUR;1672436564
elis.pa;ELIS;Industrials;Specialty Business Services;13.81999969482422;10.23 - 16.62;377321;0.026800001;1653436800.0;0.043909997;20.323528;10.014493;0.68;1.38;1.769291;3178295808.0;1656547200.0;EUR;1672436564
accb.br;ACCENTIS;Financial;Property Management;0.0328000001609325;0.03 - 0.04;75467;1.1069;1655942400.0;1.03413;3.28;;0.01;;0.418723;41421480.0;1656547200.0;EUR;1672436564
inter.as;INTERTRUST;Financial Services;Asset Management;19.71999931335449;18.72 - 20.45;2514;;1572998400.0;0.04978;63.6129;15.286821;0.31;1.29;0.315315;1781743232.0;1656547200.0;EUR;1672436564
jbog.pa;JACQUES BOGART;Consumer Defensive;Household & Personal Products;9.31999969482422;9.00 - 12.59;504;0.024600001;1656979200.0;-0.01186;186.4;13.910447;0.05;0.67;1.039561;141600624.0;1656547200.0;EUR;1672436564
mour.br;MOURY CONSTRUCT;Industrials;Engineering & Construction;318.0;250.00 - 340.00;47;0.0275;1655251200.0;0.105399996;8.5899515;;37.02;;0.469251;125235080.0;1656547200.0;EUR;1672436564
ebus.as;EBUSCO HOLDING N.V.;Consumer Cyclical;Auto Manufacturers;13.170000076293944;13.02 - 27.20;115493;;;-0.61931;;;-0.56;;;809102912.0;1656547200.0;EUR;1672436564
re.pa;COLAS;Industrials;Infrastructure Operations;117.0;101.10 - 127.50;748;0.0581;1651622400.0;0.017029999;15.87517;;7.37;;0.52213;3819090688.0;1656547200.0;EUR;1672436564
vla.pa;VALNEVA SE;Healthcare;Biotechnology;6.223999977111816;4.95 - 25.00;473241;;;0.16736999;7.4987955;-34.577778;0.83;-0.18;1.112025;874882752.0;1664496000.0;EUR;1672436564
ibab.br;ION BEAM APPLICATIONS;Healthcare;Medical Devices;15.5600004196167;11.76 - 19.10;11537;0.0121;1656460800.0;0.012200001;111.14286;37.95122;0.14;0.41;0.767724;471191040.0;1656547200.0;EUR;1672436564
inpst.as;INPOST S.A.;Industrials;Specialty Business Services;7.877999782562256;3.96 - 10.95;283862;;;0.09158;30.300001;22.508572;0.26;0.35;;3936179456.0;1664496000.0;EUR;1672436564
air.pa;AIRBUS SE;Industrials;Aerospace & Defense;111.0199966430664;86.52 - 119.39;825342;0.0134000005;1650326400.0;0.075229995;21.106462;17.734823;5.26;6.26;1.704269;87434575872.0;1664496000.0;EUR;1672436564
crla.pa;CRCAM LANGUED CCI;Financial Services;Banks—Regional;47.5099983215332;42.01 - 60.97;690;0.0555;1650326400.0;0.37757;3.782643;;12.56;;0.73678;939092160.0;1656547200.0;EUR;1672436564
bfit.as;BASIC-FIT;Consumer Cyclical;Leisure;24.479999542236328;21.66 - 44.78;129816;;;-0.08167;;25.237112;-2.342;0.97;1.617704;1615680000.0;1656547200.0;EUR;1672436564
nhoa.pa;NHOA;Industrials;Specialty Industrial Machinery;9.5;8.82 - 17.66;5453;;;-0.19414;;-6.1688313;-1.931;-1.54;1.409714;243860256.0;1656547200.0;EUR;1672436564
value.as;VALUE8;Financial Services;Asset Management;5.659999847412109;5.16 - 6.60;2988;0.0583;1658275200.0;0.88158995;10.679246;;0.53;;0.764198;55074004.0;1640908800.0;EUR;1672436564
cmo.pa;CRCAM MORBIHAN CCI;Financial Services;Banks—Regional;55.5;49.99 - 70.54;381;0.049000002;1653868800.0;0.34525;5.572289;;9.96;;0.42734;291066976.0;1656547200.0;EUR;1672436564
nedse.as;MKB Nedsense N.V.;Technology;Software—Application;0.1309999972581863;0.12 - 0.19;32685;;;0.59615004;;;0.0;;0.549941;12700004.0;1640822400.0;EUR;1672436564
brnl.as;BRUNEL INTERNAT;Industrials;Staffing & Employment Services;9.579999923706056;8.20 - 12.28;19701;0.0465;1653264000.0;0.02507;18.423077;19.16;0.52;0.5;1.208773;482841568.0;1656547200.0;EUR;1672436564
flo.pa;GROUPE FLO;Consumer Cyclical;Restaurants;21.0;11.50 - 21.00;467;;1404777600.0;0.06942;9.210526;;2.28;;0.99099;160682976.0;1656547200.0;EUR;1672436564
wehb.br;WERELDHAVE BELGIUM;Real Estate;REIT—Retail;49.0;42.80 - 62.00;1372;0.083900005;1649894400.0;1.00605;;;-2.812;;0.923406;425910944.0;1656547200.0;EUR;1672436564
vta.as;Volta Finance Limited;Financial Services;Asset Management;4.840000152587891;4.44 - 5.97;5087;0.1071;1672272000.0;0.0;4.6095243;4.566038;1.05;1.06;0.887191;184116992.0;1659225600.0;EUR;1672436564
enx.pa;EURONEXT;Financial Services;Financial Data & Stock Exchanges;69.16000366210938;60.60 - 89.02;80896;0.0273;1653264000.0;0.31297;17.642859;13.049057;3.92;5.3;0.666274;7371211264.0;1664496000.0;EUR;1672436564
paceu.as;PEGASUS EUROPE UNITS;Financial Services;Shell Companies;9.979999542236328;9.60 - 10.00;5349;;;0.0;;;;;;;1656547200.0;EUR;1672436564
fgr.pa;EIFFAGE;Industrials;Engineering & Construction;91.91999816894533;75.66 - 96.62;143723;0.0334;1652659200.0;0.04399;10.224694;9.495868;8.99;9.68;1.308656;8874875904.0;1656547200.0;EUR;1672436564
gfc.pa;GECINA;Real Estate;REIT—Office;95.1500015258789;74.25 - 118.64;138119;0.055;1656892800.0;1.40202;6.835489;16.576656;13.92;5.74;1.098707;7022298624.0;1656547200.0;EUR;1672436564
tbird.as;Thunderbird Resorts Inc.;Consumer Cyclical;Resorts & Casinos;0.049600001424551;0.04 - 0.13;55608;;;0.02231;;;-0.021;;3.650862;1533339.0;1656547200.0;USD;1672436564
virp.pa;VIRBAC;Healthcare;Drug Manufacturers—General;228.0;215.00 - 440.42;7356;0.0054;1656028800.0;0.10313;15.921788;15.48913;14.32;14.72;0.802976;1925056384.0;1656547200.0;EUR;1672436564
imcd.as;IMCD;Basic Materials;Specialty Chemicals;133.14999389648438;107.60 - 195.95;141711;0.0119;1651622400.0;0.068119995;27.284834;20.968504;4.88;6.35;1.0047;7608230400.0;1656547200.0;EUR;1672436564
cofa.pa;COFACE;Financial Services;Insurance—Reinsurance;12.140000343322754;7.25 - 12.37;152928;0.12189999;1653004800.0;0.14448;6.937143;6.707183;1.75;1.81;0.875832;1810025472.0;1664496000.0;EUR;1672436564
s30.pa;SOLUTIONS 30 SE;Technology;Information Technology Services;1.7059999704360962;1.58 - 8.25;836375;;;-0.00558;7.417391;28.433334;0.23;0.06;1.477085;182639232.0;1656547200.0;EUR;1672436564
grvo.pa;GRAINES VOLTZ;Basic Materials;Agricultural Inputs;75.0;60.00 - 177.66;626;0.0271;1648512000.0;0.06769;11.574074;;6.48;;0.786917;111019504.0;1648684800.0;EUR;1672436564
preva.as;Value8 cumulatief financierings;Financial Services;Asset Management;5.0;4.16 - 5.97;509;0.074499995;1673913600.0;0.88158995;2.6752274;;1.869;;0.764198;12593050.0;1640908800.0;EUR;1672436564
apam.as;APERAM;Basic Materials;Steel;29.489999771118164;23.16 - 52.94;161263;0.0675;1668384000.0;0.13395001;2.1509848;7.1751823;13.71;4.11;2.017626;2246229760.0;1664496000.0;EUR;1672436564
akw.pa;AKWEL;Consumer Cyclical;Auto Parts;17.399999618530273;13.60 - 24.38;1817;0.026700001;1654646400.0;0.01625;30.526316;11.372549;0.57;1.53;1.521347;465188992.0;1656547200.0;EUR;1672436564
ipn.pa;IPSEN;Healthcare;Drug Manufacturers—Specialty & Generic;100.5;76.03 - 119.47;67209;0.0119;1653955200.0;0.23024;11.355931;10.760171;8.85;9.34;0.781433;8295118848.0;1656547200.0;EUR;1672436564
una.as;UNILEVER PLC;Consumer Defensive;Household & Personal Products;46.869998931884766;38.27 - 49.08;1633651;0.0359;1668643200.0;0.103649996;20.83111;18.166666;2.25;2.58;0.144927;118777020416.0;1656547200.0;EUR;1672436564
chsr.pa;CHAUSSERIA;Consumer Cyclical;Footwear & Accessories;5.150000095367432;3.74 - 8.45;38;;541382400.0;0.08169;11.444445;;0.45;;-0.27967;2472855.0;1656547200.0;EUR;1672436564
kendr.as;KENDRION N.V.;Consumer Cyclical;Auto Parts;15.5;12.84 - 21.56;3368;0.0446;1649808000.0;0.02567;17.816092;8.908046;0.87;1.74;1.24481;232901456.0;1664496000.0;EUR;1672436564
ubi.pa;UBISOFT ENTERTAIN;Communication Services;Electronic Gaming & Multimedia;26.40999984741211;23.82 - 54.56;485686;;;-0.05316;38.275364;11.3347645;0.69;2.33;0.250685;3355390464.0;1664496000.0;EUR;1672436564
ebpf.pa;FIN.IMMOB.ETANG BERRE MEDIT.PF;Real Estate;Real Estate Services;193.6000061035156;98.50 - 193.60;1;;1345680000.0;0.13204001;4840.0005;;0.04;;0.463376;17198844.0;1656547200.0;EUR;1672436564
alta.pa;ALTAREA;Real Estate;REIT—Residential;126.1999969482422;106.68 - 149.80;4425;0.0762;1653868800.0;0.10191;8.2161455;11.031468;15.36;11.44;1.200548;2545782016.0;1656547200.0;EUR;1672436564
era.pa;ERAMET;Basic Materials;Other Industrial Metals & Mining;83.8499984741211;60.60 - 163.15;52868;0.0292;1654214400.0;0.18927999;1.8376068;5.2902207;45.63;15.85;1.715628;2392969984.0;1656547200.0;EUR;1672436564
lta.pa;ALTAMIR;Financial Services;Asset Management;25.799999237060547;18.90 - 27.00;604;0.0436;1653436800.0;0.76077;3.225;39.090908;8.0;0.66;0.691735;941643200.0;1656547200.0;EUR;1672436564
cla.pa;CLARANOVA;Technology;Software—Application;2.747999906539917;2.22 - 6.46;73391;;;-0.02217;24.981817;;0.11;0.0;2.133176;125053784.0;1656547200.0;EUR;1672436564
mc.pa;LVMH;Consumer Cyclical;Luxury Goods;679.9000244140625;531.37 - 744.79;369060;0.0172;1669852800.0;0.18357;25.792868;21.549923;26.36;31.55;0.963572;340684963840.0;1656547200.0;EUR;1672436564
crsu.pa;CRCAM SUD R.A.CCI;Financial Services;Banks—Regional;109.55999755859376;104.24 - 146.87;223;0.056500003;1653868800.0;0.28022;4.0398226;;27.12;;0.509596;70025928.0;1656547200.0;EUR;1672436564
lin.pa;LINEDATA SERVICES;Technology;Software—Application;46.09999847412109;33.50 - 50.00;1555;0.0352;1657065600.0;0.17728001;9.829424;11.002386;4.69;4.19;0.683117;279258112.0;1656547200.0;EUR;1672436564
aed.br;AEDIFICA;Real Estate;REIT—Healthcare Facilities;75.80000305175781;70.40 - 113.81;60049;0.05;1683849600.0;1.79256;5.751138;14.804688;13.18;5.12;0.645906;3021009152.0;1664496000.0;EUR;1672436564
gui.pa;GUILLEMOT;Technology;Computer Hardware;12.81999969482422;9.60 - 16.26;3464;0.020599999;1655251200.0;0.13736;7.043956;;1.82;;0.72307;194476832.0;1656547200.0;EUR;1672436564
belr.br;BELRECA;Financial Services;Asset Management;6.5;5.90 - 142.00;2;0.21;1647216000.0;0.0;0.11771097;;55.22;;0.192322;2051361.0;1625011200.0;EUR;1672436564
hco.pa;HIGH CO;Communication Services;Advertising Agencies;4.75;4.37 - 5.60;9350;0.0679;1652918400.0;0.07951;7.421875;9.5;0.64;0.5;0.91461;96600272.0;1656547200.0;EUR;1672436564
sabe.pa;SAINT JEAN GROUPE;Consumer Defensive;Packaged Foods;18.799999237060547;17.10 - 24.27;58;0.0053;1656288000.0;0.02368;27.246376;;0.69;;0.162553;63086780.0;1656547200.0;EUR;1672436564
heia.as;HEINEKEN;Consumer Defensive;Beverages—Brewers;87.87999725341797;76.31 - 102.99;497882;0.0164;1659484800.0;0.13987;14.243112;16.835249;6.17;5.22;0.656874;50742611968.0;1656547200.0;EUR;1672436564
cyad.br;CELYAD ONCOLOGY;Healthcare;Biotechnology;0.5059999823570251;0.50 - 3.66;74107;;;0.0;;0.790625;-1.442;0.64;0.936545;11695380.0;1656547200.0;EUR;1672436564
olg.pa;OL GROUPE;Consumer Cyclical;Leisure;2.970000028610229;1.88 - 3.26;3971995;;1260316800.0;-0.33706;;-21.214285;-1.448;-0.14;0.230708;168511856.0;1656547200.0;EUR;1672436564
vpk.as;VOPAK;Energy;Oil & Gas Midstream;27.75;18.14 - 32.17;211340;0.0446;1650585600.0;-0.1426;16.323528;9.702798;1.7;2.86;0.570309;3480293888.0;1664496000.0;EUR;1672436564
lna.pa;LNA SANTE;Healthcare;Medical Care Facilities;29.600000381469727;24.55 - 50.74;5970;0.0146;1657152000.0;0.036429998;12.131147;10.647482;2.44;2.78;0.644339;310826656.0;1656547200.0;EUR;1672436564
idl.pa;ID LOGISTICS GROUP;Industrials;Specialty Business Services;268.0;231.00 - 370.00;1987;;;0.017549999;41.23077;51.24283;6.5;5.23;0.851547;1523258368.0;1656547200.0;EUR;1672436564
cpinv.br;CARE PROPERTY INVEST;Real Estate;REIT—Healthcare Facilities;15.760000228881836;14.58 - 26.61;22342;0.0557;1653609600.0;1.98177;4.2026668;13.133333;3.75;1.2;0.16177;437207616.0;1664496000.0;EUR;1672436564
crbp2.pa;CRCAM BRIE PIC2CCI;Financial Services;Banks—Regional;17.47599983215332;16.90 - 21.94;4421;0.0572;1651795200.0;0.36504;1.0761083;;16.24;;0.555424;269252736.0;1656547200.0;EUR;1672436564
sof.br;SOFINA;Financial Services;Asset Management;205.6000061035156;169.90 - 428.50;24530;0.0149;1652400000.0;0.0;2.708114;;75.92;;0.987465;6909619712.0;1656547200.0;EUR;1672436564
axw.pa;AXWAY SOFTWARE;Technology;Software—Application;16.649999618530273;14.46 - 26.15;4566;0.024;1654473600.0;0.03609;36.195652;14.999999;0.46;1.11;0.449275;355647328.0;1656547200.0;EUR;1672436564
tweka.as;TKH GROUP N.V.;Technology;Communication Equipment;37.15999984741211;30.64 - 54.01;47403;0.0399;1651104000.0;0.073649995;12.264027;11.125749;3.03;3.34;1.796709;1523838720.0;1656547200.0;EUR;1672436564
rood.as;ROODMICROTEC;Technology;Semiconductors;0.2049999982118606;0.17 - 0.22;42182;;;0.112720005;10.25;10.25;0.02;0.02;0.714453;15466020.0;1656547200.0;EUR;1672436564
blee.pa;BLEECKER;Real Estate;REIT—Diversified;178.0;102.57 - 200.00;10;0.2195;1653264000.0;3.9408898;2.55124;;69.77;;-0.002741;200194816.0;1646006400.0;EUR;1672436564
areit.pa;ALTAREIT;Real Estate;Real Estate—Development;625.0;600.00 - 700.00;1;;616377600.0;0.02822;13.108221;;47.68;;0.276537;1092749952.0;1656547200.0;EUR;1672436564
tfi.pa;TF1;Communication Services;Broadcasting;7.15500020980835;5.56 - 9.01;158340;0.0636;1650499200.0;0.09093001;6.686916;7.6935487;1.07;0.93;1.147277;1506027392.0;1664496000.0;EUR;1672436564
abi.br;AB INBEV;Consumer Defensive;Beverages—Brewers;56.27000045776367;45.54 - 58.58;1245613;0.0088;1651708800.0;0.08877;24.150215;18.269482;2.33;3.08;1.128867;111689195520.0;1664496000.0;EUR;1672436564
lbird.pa;LUMIBIRD;Healthcare;Diagnostics & Research;16.559999465942383;14.12 - 24.35;2892;;;0.057329997;36.8;19.255814;0.45;0.86;1.553335;369327744.0;1656547200.0;EUR;1672436564
cs.pa;AXA;Financial Services;Insurance—Diversified;26.05500030517578;19.68 - 27.67;4030804;0.0583;1651795200.0;0.06875;8.5426235;7.6407623;3.05;3.41;1.379161;61243060224.0;1656547200.0;EUR;1672436564
bur.pa;BURELLE;Consumer Cyclical;Auto Parts;473.0;419.00 - 672.04;190;0.0319;1653350400.0;0.00958;11.728242;;40.33;;1.568742;837933696.0;1656547200.0;EUR;1672436564
slb.pa;SCHLUMBERGER;Energy;Oil & Gas Equipment & Services;49.45000076293945;25.25 - 54.81;3466;0.0135;1670284800.0;0.11264;25.358974;17.535461;1.95;2.82;1.868175;70119604224.0;1664496000.0;EUR;1672436564
ai.pa;AIR LIQUIDE;Basic Materials;Specialty Chemicals;132.39999389648438;114.44 - 153.40;659456;0.0196;1652659200.0;0.098809995;26.21782;20.75235;5.05;6.38;0.631022;69301067776.0;1656547200.0;EUR;1672436564
el.pa;ESSILORLUXOTTICA;Healthcare;Medical Instruments & Supplies;169.1999969482422;131.40 - 189.24;506747;0.0148;1653868800.0;0.07737;42.406013;24.415585;3.99;6.93;0.911868;75269300224.0;1656547200.0;EUR;1672436564
tte.pa;TOTALENERGIES;Energy;Oil & Gas Integrated;58.650001525878906;43.60 - 60.44;5458511;0.051799998;1672617600.0;0.08845;16.94597;10.060035;3.461;5.83;0.95507;153000247296.0;1656547200.0;EUR;1672436564
akza.as;AKZO NOBEL;Basic Materials;Specialty Chemicals;62.560001373291016;54.60 - 97.34;509728;0.0313;1666569600.0;0.049889997;20.646866;15.147699;3.03;4.13;0.947121;10817750016.0;1664496000.0;EUR;1672436564
epic.as;EPIC ACQUISITION CORP ORDINARY ;Financial Services;Shell Companies;10.0;9.79 - 10.10;0;;;0.0;;;;;;227971008.0;1648684800.0;EUR;1672436564
stm.pa;STMICROELECTRONICS;Technology;Semiconductors;32.994998931884766;27.33 - 45.29;1530921;0.0068;1679270400.0;0.22687;9.536127;9.938252;3.46;3.32;1.285938;29822562304.0;1664582400.0;EUR;1672480667
vil.pa;VIEL ET COMPAGNIE;Financial Services;Capital Markets;5.900000095367432;4.76 - 6.08;1904;0.050300002;1655251200.0;0.07202;6.020408;12.291667;0.98;0.48;0.423815;377251328.0;1656547200.0;EUR;1672480667
su.pa;SCHNEIDER ELECTRIC SE;Industrials;Specialty Industrial Machinery;130.72000122070312;110.02 - 174.72;761699;0.0217;1652745600.0;0.10148;23.426523;17.268164;5.58;7.57;1.000783;73087516672.0;1656547200.0;EUR;1672480667
blv.pa;BELIEVE;Consumer Cyclical;Specialty Retail;9.69499969482422;7.49 - 17.65;17789;;;-0.027420001;;64.63333;-0.34;0.15;;941431936.0;1656547200.0;EUR;1672480667
coh.pa;COHERIS;Technology;Software—Application;2.9200000762939453;1.70 - 2.98;595;;1561939200.0;0.25119;4.866667;12.166667;0.6;0.24;0.354484;16601894.0;1656547200.0;EUR;1672480667
tnet.br;TELENET GROUP;Communication Services;Telecom Services;15.25;12.56 - 33.15;105981;0.17989999;1651449600.0;0.41557997;1.521956;5.1003346;10.02;2.99;0.706619;1635272704.0;1664496000.0;EUR;1672480667
amg.as;AMG ADVANCED METALLURGICAL GROU;Basic Materials;Other Industrial Metals & Mining;34.400001525878906;21.16 - 41.46;160054;0.0171;1659312000.0;0.08376;8.935065;5.5483875;3.85;6.2;1.923619;1104718208.0;1664496000.0;EUR;1672480667
eurs.pa;FONCIERE EURIS;Real Estate;Real Estate Services;5.449999809265137;4.90 - 10.30;483;;1560729600.0;-0.0047999998;;;-17.846;;0.779083;51099580.0;1656547200.0;EUR;1672480667
vrap.pa;VRANKEN-POMMERY;Consumer Defensive;Beverages—Wineries & Distilleries;16.799999237060547;15.27 - 18.65;2961;0.0482;1657238400.0;0.028169999;16.633663;11.052631;1.01;1.52;0.63298;150505152.0;1656547200.0;EUR;1672480667
cfeb.br;CFE;Industrials;Engineering & Construction;9.539999961853027;7.11 - 131.60;46246;;1621555200.0;0.27241;5.578947;7.119403;1.71;1.34;1.656482;241748368.0;1656547200.0;EUR;1672480667
opti.br;CRESCENT;Technology;Communication Equipment;0.0209999997168779;0.00 - 0.03;659293;;;-0.31068;;;-0.003;0.0;0.6507;42276148.0;1625011200.0;EUR;1672480667
gojxn.as;GeoJunxion N.V.;Technology;Software—Application;1.340000033378601;1.12 - 2.62;3459;;1494806400.0;-0.2474;;;-0.258;;0.510771;5904241.0;1664496000.0;EUR;1672480667
gnro.pa;GENEURO;Healthcare;Biotechnology;1.5;1.35 - 4.06;3467;;;0.0;;-3.409091;-0.32;-0.44;0.457892;37716300.0;1656547200.0;EUR;1672480667
agn.as;AEGON;Financial Services;Insurance—Diversified;4.73799991607666;3.44 - 5.20;8433305;0.045700002;1661212800.0;0.0;15.793332;6.967647;0.3;0.68;1.30043;9371622400.0;1664496000.0;EUR;1672480667
ec.pa;TOTALENERGIES EP GABON;Energy;Oil & Gas E&P;158.0;87.98 - 172.50;597;0.4562;1664323200.0;0.07299;17.062635;;9.26;;0.902467;711000000.0;1656547200.0;EUR;1672480667
bb.pa;BIC;Consumer Defensive;Household & Personal Products;63.95000076293945;43.64 - 70.60;51416;0.0325;1653868800.0;0.10939;12.524481;11.777164;5.106;5.43;0.313222;2850942208.0;1656547200.0;EUR;1672480667
jcq.pa;JACQUET METALS;Basic Materials;Steel;16.719999313354492;12.40 - 24.17;10684;0.060300004;1656547200.0;0.07512;1.9464493;8.753926;8.59;1.91;1.33725;383784192.0;1664496000.0;EUR;1672480667
urw.as;UNIBAIL-RODAMCO-WESTFIELD;Real Estate;REIT—Retail;48.630001068115234;39.67 - 73.09;758303;;1593648000.0;0.0189;147.36363;5.4456887;0.33;8.93;1.997102;6748239872.0;1656547200.0;EUR;1672480667
amund.as;Almunda Professional N.V.;Technology;Information Technology Services;1.2899999618530271;1.07 - 1.44;145;0.0388;1655942400.0;0.09191;11.727272;;0.11;;0.366235;4773000.0;1656547200.0;EUR;1672480667
sifg.as;SIF HOLDING;Industrials;Metal Fabrication;11.600000381469728;9.19 - 13.06;6235;0.0163;1652659200.0;0.02506;33.14286;17.058825;0.35;0.68;0.795534;295816256.0;1656547200.0;EUR;1672480667
eki.pa;EKINOPS;Technology;Communication Equipment;8.399999618530273;5.64 - 8.43;33118;;;0.072519995;26.25;17.5;0.32;0.48;1.171954;220850272.0;1656547200.0;EUR;1672480667
tep.pa;TELEPERFORMANCE;Industrials;Specialty Business Services;222.6999969482422;163.15 - 398.21;186337;0.0149;1650931200.0;0.07549;23.07772;14.077118;9.65;15.82;0.564042;13034452992.0;1656547200.0;EUR;1672480667
aze.br;AZELIS GROUP NV;Basic Materials;Specialty Chemicals;26.520000457763672;14.84 - 26.90;57064;0.0011;1655683200.0;0.04535;38.434784;21.737705;0.69;1.22;;6202789888.0;1656547200.0;EUR;1672480667
miko.br;MIKO;Consumer Defensive;Packaged Foods;90.0;84.20 - 109.00;605;;1560211200.0;0.02289;27.190332;15.59792;3.31;5.77;0.355268;111780000.0;1656547200.0;EUR;1672480667
mrn.pa;MERSEN;Industrials;Electrical Equipment & Parts;37.75;25.75 - 38.75;12741;0.026500002;1656979200.0;0.06425;12.458746;10.457064;3.03;3.61;1.492361;777559424.0;1656547200.0;EUR;1672480667
big.pa;BIGBEN INTERACTIVE;Technology;Consumer Electronics;6.369999885559082;6.09 - 18.28;39673;0.0471;1658880000.0;0.02268;14.477273;5.015748;0.44;1.27;0.924402;117817608.0;1664496000.0;EUR;1672480667
tub.br;TUBIZE-FIN;Healthcare;Biotechnology;70.80000305175781;65.40 - 99.98;5927;0.0105;1651536000.0;0.0;9.84701;;7.19;;0.49667;3148943360.0;1656547200.0;EUR;1672480667
abvx.pa;ABIVAX;Healthcare;Biotechnology;6.179999828338623;5.79 - 29.00;21566;;;0.0;;-4.2040815;-2.47;-1.47;1.2311;137832544.0;1656547200.0;EUR;1672480667
eo.pa;FAURECIA;Consumer Cyclical;Auto Parts;14.130000114440918;10.73 - 45.16;1057316;;1622678400.0;-0.02678;128.45454;5.332075;0.11;2.65;1.972189;2782917888.0;1656547200.0;EUR;1672480667
ampli.pa;AMPLITUDE SURGICAL;Healthcare;Medical Instruments & Supplies;3.2799999713897705;1.95 - 271.00;1631;;;-0.05016;;;-0.249;;0.606345;157400640.0;1656547200.0;EUR;1672480667
tko.pa;TIKEHAU CAPITAL;Financial Services;Asset Management;24.25;19.18 - 27.35;25365;0.0252;1653004800.0;0.53419995;9.435798;12.372449;2.57;1.96;0.839404;4163870464.0;1656547200.0;EUR;1672480667
local.pa;SOLOCAL GROUP;Communication Services;Advertising Agencies;0.6100000143051147;0.60 - 1.92;272517;;1592352000.0;0.054640003;3.5882354;3.05;0.17;0.2;1.348609;80274168.0;1656547200.0;EUR;1672480667
ate.pa;ALTEN;Technology;Information Technology Services;116.8000030517578;96.45 - 161.34;31150;0.011;1656288000.0;0.07675;15.677854;13.394495;7.45;8.72;1.437132;3983674368.0;1656547200.0;EUR;1672480667
cbdg.pa;CAMBODGE NOM.;Industrials;Railroads;5800.0;5,100.00 - 6,937.27;1;0.031;1654732800.0;80.0;504.34784;;11.5;;0.552291;3246462976.0;1656547200.0;EUR;1672480667
pwg.pa;PRODWAYS GROUP;Technology;Computer Hardware;3.309999942779541;1.82 - 3.99;36859;;;0.05525;36.777775;22.066666;0.09;0.15;1.086173;169555408.0;1656547200.0;EUR;1672480667
fur.as;FUGRO;Energy;Oil & Gas Equipment & Services;11.199999809265137;6.61 - 15.10;1084318;;1399507200.0;0.05139;13.333334;10.09009;0.84;1.11;;1252451200.0;1656547200.0;EUR;1672480667
hysg.br;HYBRID SOFTWARE GROUP PLC;Technology;Software—Application;4.300000190734863;3.50 - 5.90;1367;;;0.058480002;53.750004;;0.08;;0.83157;141511712.0;1656547200.0;EUR;1672480667
marel.as;MAREL;Industrials;Specialty Industrial Machinery;3.220000028610229;3.01 - 5.94;22569;0.0162;1647561600.0;0.04335;35.777775;;0.09;;0.356605;2423700480.0;1664496000.0;EUR;1672480667
rbt.pa;ROBERTET;Basic Materials;Chemicals;837.0;764.80 - 987.70;346;0.0095;1656460800.0;0.117939994;24.61041;24.317259;34.01;34.42;0.310614;1644889088.0;1656547200.0;EUR;1672480667
saf.pa;SAFRAN;Industrials;Aerospace & Defense;116.91999816894533;87.85 - 120.10;542116;0.0042;1653955200.0;-0.25545;1169.2;22.97053;0.1;5.09;1.329024;49864626176.0;1656547200.0;EUR;1672480667
sight.pa;GENSIGHT BIOLOGICS;Healthcare;Biotechnology;3.361999988555908;1.80 - 5.95;136228;;;0.0;;-4.1;-0.633;-0.82;2.238151;155197312.0;1656547200.0;EUR;1672480667
mems.pa;MEMSCAP REGPT;Technology;Semiconductor Equipment & Materials;1.3899999856948853;0.90 - 1.51;11619;;;-0.07053;;;-0.044;0.0;1.070113;10364632.0;1664496000.0;EUR;1672480667
wkl.as;WOLTERS KLUWER;Industrials;Specialty Business Services;97.76000213623048;82.77 - 110.72;464487;0.0167;1661817600.0;0.16166;30.839117;22.734882;3.17;4.3;0.267528;24488196096.0;1656547200.0;EUR;1672480667
nyr.br;NYRSTAR;Basic Materials;Other Industrial Metals & Mining;0.1759999990463256;0.16 - 0.44;27149;;1376006400.0;0.0;;0.28852457;-0.009;0.61;5.236192;19337648.0;1640908800.0;EUR;1672480667
